Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CURAHealthcareServices,Chrome 126.0.0.0,,,22-07-2024 16:08:21,22-07-2024 16:09:47,1m - 25.836s,FAILED
,,,,,,,
Test Cases/CURAHealthcareService/Appontment_TestCases/Book_Appointment_Medicaid,Chrome 126.0.0.0,,,22-07-2024 16:08:22,22-07-2024 16:08:42,20.120s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Login""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,22-07-2024 16:08:22,22-07-2024 16:08:34,12.312s,PASSED
"selectOptionByValue(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Facility""), ""Seoul CURA Healthcare Center"", false)",Chrome 126.0.0.0,,,22-07-2024 16:08:34,22-07-2024 16:08:35,1.040s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Healthcare_Program_Medicaid""))",Chrome 126.0.0.0,,,22-07-2024 16:08:35,22-07-2024 16:08:36,0.473s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Visit_Date""), ""20/07/2024"")",Chrome 126.0.0.0,,,22-07-2024 16:08:36,22-07-2024 16:08:37,0.954s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""))",Chrome 126.0.0.0,,,22-07-2024 16:08:37,22-07-2024 16:08:37,0.618s,PASSED
"setText(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Comment""), ""Medicaid Test"")",Chrome 126.0.0.0,,,22-07-2024 16:08:37,22-07-2024 16:08:38,0.835s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Book_Appointment_Button""))",Chrome 126.0.0.0,,,22-07-2024 16:08:38,22-07-2024 16:08:39,0.698s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Logout""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,22-07-2024 16:08:39,22-07-2024 16:08:42,2.692s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,22-07-2024 16:08:42,22-07-2024 16:08:42,0.007s,PASSED
,,,,,,,
Test Cases/CURAHealthcareService/Appontment_TestCases/Book_Appointment_Medicare_Basic,Chrome 126.0.0.0,,,22-07-2024 16:08:42,22-07-2024 16:08:56,14.034s,PASSED
"callTestCase(findTestCase(""CURAHealthcareService/Login""), [:], STOP_ON_FAILURE)",Chrome 126.0.0.0,,,22-07-2024 16:08:42,22-07-2024 16:08:49,6.787s,PASSED
"selectOptionByValue(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Facility""), ""Hongkong CURA Healthcare Center"", false)",Chrome 126.0.0.0,,,22-07-2024 16:08:49,22-07-2024 16:08:50,1.031s,PASSED
"click(findTestObject(""CURAHealthcareService/AppointmentPageObjects/Select_Healthcare_Program_Medicare""))",Chrome 126.0.0.0,,,22-07-2024 16:08:50,22-07-2024 16:08:50,0.363s,PASSED
